application_id,score,pd,qaror,sabab,sabab_texnik,asosiy_omil,tavsiya_summa,limit,dti,pti,income_cv,scorecard_version
AP002384,595.8,0.126343,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: ish stajingiz qisqa — atigi 4 oy; mavjud qarz qoldig'i yillik daromadingizdan 0.3 barobar; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: oylik daromadingiz 7 582 684 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 4 460 332 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 27% i. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Qo'lda ko'rib chiqish: Ball 596 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Qarz qoldig'i / yillik daromad (-11). Ball 596, tavsiya etilgan limit 26 552 069 so'm.",Ish staji (oy) (-15 ball),26552069,0,0.4118,0.1448,0.039,v1
AP002385,618.2,0.062319,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 2 708 292 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i; pul harakatingiz shaffof, naqd yechish kam. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Qo'lda ko'rib chiqish: Ball 618 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-4), Daromad trendi (2-yarim/1-yarim) (-2). Ball 618, tavsiya etilgan limit 22 532 598 so'm.",Bank oqimi / deklaratsiya (-4 ball),22532598,0,0.256,0.256,0.0206,v1
AP002386,621.3,0.056318,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 23 981 794 so'm ni to'liq bera olmaymiz, lekin 17 500 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 960 549 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; xarajatlaringiz daromadning 71% ini yeb qo'yadi; oylik daromadingiz 2 751 384 so'm — so'ralgan summa uchun kam. Foydangizga ishladi: ish stajingiz uzoq — 12 yil 4 oy; bandlik turingiz (qurilish) barqaror daromad beradi; barcha to'lovlardan keyin oyiga 1 435 060 so'm qoladi. Nima qilish mumkin: To'lov qobiliyatingiz 17 500 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 2 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi. Daromadingizni muntazam bank hisobiga o'tkazing — barqaror oqim ballni oshiradi.","Qo'lda ko'rib chiqish: Yangi to'lov daromadning 47.8% ini oladi — shift 35.0%; Ball 621 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-11), Sarf intensivligi (chiqim/kirim) (-4). Ball 621, tavsiya etilgan limit 17 500 000 so'm.",Bank oqimi / deklaratsiya (-11 ball),17500000,0,0.4784,0.4784,0.3818,v1
AP002387,630.9,0.041118,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 7 850 287 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 1 417 285 so'm bo'ladi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; xarajatlaringiz daromadning 69% ini yeb qo'yadi; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (byudjet) barqaror daromad beradi; ish stajingiz uzoq — 9 yil 8 oy; barcha to'lovlardan keyin oyiga 3 679 129 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 631 (PD 4.1%), DTI 27.8% shift ichida. Asosiy ijobiy omillar: Bandlik turi (+11 ball), Ish staji (oy) (+5 ball), To'lovlardan keyingi erkin pul (+5 ball). Tasdiqlangan summa 7 850 287 so'm.",Daromad trendi (2-yarim/1-yarim) (-2 ball),7850287,9800000,0.2781,0.2781,0.0385,v1
AP002388,605.9,0.092339,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; bankimiz bilan tarixingiz qisqa — 3 yil 1 oy, sizni hali yaxshi bilmaymiz; xarajatlaringiz daromadning 70% ini yeb qo'yadi. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 27% i; barcha to'lovlardan keyin oyiga 2 507 751 so'm qoladi; mavjud qarz qoldig'i yillik daromadingizga nisbatan kichik. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Qo'lda ko'rib chiqish: Ball 606 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Daromad trendi (2-yarim/1-yarim) (-7), Bank bilan tarix (oy) (-4). Ball 606, tavsiya etilgan limit 4 514 949 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),4514949,0,0.4454,0.1803,0.2427,v1
AP002389,634.5,0.036389,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 13 131 922 so'm ni to'liq bera olmaymiz, lekin 9 800 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 769 285 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bankimiz bilan tarixingiz qisqa — 2 oy, sizni hali yaxshi bilmaymiz; xarajatlaringiz daromadning 71% ini yeb qo'yadi; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: ish stajingiz uzoq — 12 yil 5 oy; bandlik turingiz (xususiy) barqaror daromad beradi; bank hisobingizdagi tushum deklaratsiya bilan mos. Nima qilish mumkin: So'rovni 9 800 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi. Daromadingizni muntazam bank hisobiga o'tkazing — barqaror oqim ballni oshiradi.","Qo'lda ko'rib chiqish: Yangi to'lov daromadning 46.6% ini oladi — shift 35.0%; Daromad juda o'zgaruvchan (CV 0.46) — barqarorlik past. Diqqat talab qiladigan omillar: Bank bilan tarix (oy) (-4), Sarf intensivligi (chiqim/kirim) (-4). Ball 635, tavsiya etilgan limit 9 800 000 so'm.",Bank bilan tarix (oy) (-4 ball),9800000,9800000,0.4664,0.4664,0.4613,v1
AP002390,622.9,0.053518,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: ish stajingiz qisqa — atigi 2 yil 1 oy; bank hisobingizdagi tushum deklaratsiya bilan mos; xarajatlaringiz daromadning 69% ini yeb qo'yadi. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 7% i; bandlik turingiz (qurilish) barqaror daromad beradi; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 623 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Bank oqimi / deklaratsiya (-11). Ball 623, tavsiya etilgan limit 10 467 644 so'm.",Ish staji (oy) (-15 ball),10467644,0,0.1758,0.1093,0.0308,v1
AP002391,647.8,0.023273,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 20 192 044 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 1 948 653 so'm bo'ladi. To'sqinlik qildi: xarajatlaringiz daromadning 63% ini yeb qo'yadi; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 6 274 736 so'm qoladi; bandlik turingiz (xususiy) barqaror daromad beradi; oylik daromadingiz 8 497 776 so'm — yetarli daraja. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 648 (PD 2.3%), DTI 26.2% shift ichida. Asosiy ijobiy omillar: To'lovlardan keyingi erkin pul (+9 ball), Bandlik turi (+9 ball), Oylik daromad medianasi (+9 ball). Tasdiqlangan summa 20 192 044 so'm.",Sarf intensivligi (chiqim/kirim) (-3 ball),20192044,30800000,0.2616,0.2293,0.2977,v1
AP002392,642.0,0.028292,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 10 254 935 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 562 878 so'm bo'ladi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; xarajatlaringiz daromadning 71% ini yeb qo'yadi. Foydangizga ishladi: ish stajingiz uzoq — 10 yil; oylik daromadingiz 7 333 918 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 6 771 041 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 642 (PD 2.8%), DTI 7.7% shift ichida. Asosiy ijobiy omillar: Ish staji (oy) (+13 ball), Oylik daromad medianasi (+12 ball), To'lovlardan keyingi erkin pul (+9 ball). Tasdiqlangan summa 10 254 935 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),10254935,46700000,0.0767,0.0767,0.1424,v1
AP002393,617.5,0.063871,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: bankimiz bilan tarixingiz qisqa — 8 oy, sizni hali yaxshi bilmaymiz; daromadning 19% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 6 537 658 so'm qoladi; oylik daromadingiz 8 066 600 so'm — yetarli daraja; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Qo'lda ko'rib chiqish: Ball 617 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Bank bilan tarix (oy) (-4), Naqd yechish ulushi (-4). Ball 617, tavsiya etilgan limit 27 855 410 so'm.",Bank bilan tarix (oy) (-4 ball),27855410,0,0.1895,0.1895,0.2436,v1
AP002394,629.2,0.043434,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: daromadning 19% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; xarajatlaringiz daromadning 66% ini yeb qo'yadi; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: oylik daromadingiz 6 100 330 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 5 443 384 so'm qoladi; ish stajingiz uzoq — 9 yil 7 oy. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 629 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Naqd yechish ulushi (-4), Sarf intensivligi (chiqim/kirim) (-3). Ball 629, tavsiya etilgan limit 11 968 751 so'm.",Naqd yechish ulushi (-4 ball),11968751,0,0.1077,0.1077,0.0361,v1
AP002395,614.1,0.071314,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 16 585 591 so'm ni to'liq bera olmaymiz, lekin 12 000 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 2 166 472 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; bank hisobingizdagi tushum deklaratsiya bilan mos; bankimiz bilan tarixingiz qisqa — 0 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: oylik daromadingiz 6 194 868 so'm — yetarli daraja; ish stajingiz uzoq — 7 yil 4 oy; barcha to'lovlardan keyin oyiga 3 200 517 so'm qoladi. Nima qilish mumkin: To'lov qobiliyatingiz 12 000 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: Yangi to'lov daromadning 48.3% ini oladi — shift 35.0%; Ball 614 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Daromad trendi (2-yarim/1-yarim) (-7), Bank oqimi / deklaratsiya (-4). Ball 614, tavsiya etilgan limit 12 000 000 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),12000000,0,0.4834,0.4834,0.2722,v1
AP002396,656.0,0.017621,MAQULLANDI,"Tabriklaymiz — kredit ma'qullandi. 11 365 569 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 353 876 so'm bo'ladi. To'sqinlik qildi: bankimiz bilan tarixingiz qisqa — 1 yil 4 oy, sizni hali yaxshi bilmaymiz; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: ish stajingiz uzoq — 9 yil 11 oy; oylik daromadingiz 7 983 422 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 7 629 546 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Ma'qullandi: ball 656 (PD 1.8%), DTI 4.4% shift ichida. Asosiy ijobiy omillar: Ish staji (oy) (+13 ball), Oylik daromad medianasi (+12 ball), To'lovlardan keyingi erkin pul (+9 ball). Tasdiqlangan summa 11 365 569 so'm.",Bank bilan tarix (oy) (-4 ball),11365569,89700000,0.0443,0.0443,0.0265,v1
AP002397,599.8,0.111859,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; oxirgi oylarda daromadingiz kamaygan; bankimiz bilan tarixingiz qisqa — 3 yil, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: ish stajingiz uzoq — 7 yil 3 oy; barcha to'lovlardan keyin oyiga 3 086 825 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Qo'lda ko'rib chiqish: Ball 600 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-11), Daromad trendi (2-yarim/1-yarim) (-7). Ball 600, tavsiya etilgan limit 11 466 957 so'm.",Bank oqimi / deklaratsiya (-11 ball),11466957,0,0.1037,0.1037,0.1869,v1
AP002398,654.4,0.018602,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 21 987 449 so'm ni to'liq bera olmaymiz, lekin 15 000 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 823 327 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; oylik daromadingiz 6 768 056 so'm — yetarli daraja; yangi kreditsiz ham qarz yukingiz past — daromadning 38% i. Nima qilish mumkin: So'rovni 15 000 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 2 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 55.6% — shift 50.0%; taklif: 15 000 000 so'm. Diqqat talab qiladigan omillar: Daromad trendi (2-yarim/1-yarim) (-2), Daromad o'zgaruvchanligi (CV) (-1). Ball 654, tavsiya etilgan limit 15 000 000 so'm.",Daromad trendi (2-yarim/1-yarim) (-2 ball),15000000,15000000,0.5563,0.1783,0.2606,v1
AP002399,641.1,0.02919,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 22 941 497 so'm qoladi; bandlik turingiz (xususiy) barqaror daromad beradi; oylik daromadingiz 23 382 680 so'm — yetarli daraja. Nima qilish mumkin: Daromadingizni muntazam bank hisobiga o'tkazing — barqaror oqim ballni oshiradi.,"Qo'lda ko'rib chiqish: Daromad juda o'zgaruvchan (CV 0.38) — barqarorlik past. Diqqat talab qiladigan omillar: Naqd yechish ulushi (-4), Daromad trendi (2-yarim/1-yarim) (-2). Ball 641, tavsiya etilgan limit 4 571 569 so'm.",Naqd yechish ulushi (-4 ball),4571569,84800000,0.0189,0.0189,0.383,v1
AP002400,612.4,0.075188,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: kredit tarixingizda 95 kunlik kechikish bor. To'sqinlik qildi: o'tmishda 95 kunlik kechikish qayd etilgan; ish stajingiz qisqa — atigi 1 yil 1 oy; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 9% i; bandlik turingiz (byudjet) barqaror daromad beradi; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Kechikish yopilgandan keyin 12 oy toza to'lov tarixi to'plang, so'ng qayta murojaat qiling.","Rad etildi: O'tmishda 95 kunlik kechikish (90+ kun — qattiq to'siq); So'ralgan summada DTI 64.8% — shift 50.0%; to'lov qobiliyati qolmagan. Ballga eng ko'p salbiy ta'sir: O'tmishdagi maks. kechikish (kun) (-16 ball), Ish staji (oy) (-15 ball). Yakuniy ball 612.",O'tmishdagi maks. kechikish (kun) (-16 ball),0,0,0.6477,0.5537,0.0323,v1
AP002401,633.8,0.037236,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 17 553 387 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 546 539 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: oylik daromadingiz 7 324 342 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 6 777 803 so'm qoladi; ish stajingiz uzoq — 7 yil 6 oy. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 634 (PD 3.7%), DTI 7.5% shift ichida. Asosiy ijobiy omillar: Oylik daromad medianasi (+12 ball), To'lovlardan keyingi erkin pul (+9 ball), Ish staji (oy) (+5 ball). Tasdiqlangan summa 17 553 387 so'm.",Bank oqimi / deklaratsiya (-4 ball),17553387,82300000,0.0746,0.0746,0.3142,v1
AP002402,605.9,0.092503,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: ish stajingiz qisqa — atigi 1 yil; oxirgi oylarda daromadingiz kamaygan; xarajatlaringiz daromadning 71% ini yeb qo'yadi. Foydangizga ishladi: oylik daromadingiz 6 352 360 so'm — yetarli daraja; yangi kreditsiz ham qarz yukingiz past — daromadning 26% i; barcha to'lovlardan keyin oyiga 3 537 484 so'm qoladi. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Qo'lda ko'rib chiqish: Ball 606 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Daromad trendi (2-yarim/1-yarim) (-7). Ball 606, tavsiya etilgan limit 11 907 382 so'm.",Ish staji (oy) (-15 ball),11907382,0,0.4431,0.1809,0.2799,v1
AP002403,615.5,0.06799,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: kredit tarixingizda 95 kunlik kechikish bor. To'sqinlik qildi: o'tmishda 95 kunlik kechikish qayd etilgan; xarajatlaringiz daromadning 71% ini yeb qo'yadi; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 18% i; oxirgi oylarda daromadingiz o'sgan; ish stajingiz uzoq — 8 yil 3 oy. Nima qilish mumkin: Kechikish yopilgandan keyin 12 oy toza to'lov tarixi to'plang, so'ng qayta murojaat qiling.","Rad etildi: O'tmishda 95 kunlik kechikish (90+ kun — qattiq to'siq). Ballga eng ko'p salbiy ta'sir: O'tmishdagi maks. kechikish (kun) (-16 ball), Sarf intensivligi (chiqim/kirim) (-4 ball). Yakuniy ball 616.",O'tmishdagi maks. kechikish (kun) (-16 ball),0,0,0.2235,0.0478,0.0309,v1
AP002404,648.0,0.023121,MAQULLANDI,"Tabriklaymiz — kredit ma'qullandi. 9 387 095 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 388 284 so'm bo'ladi. To'sqinlik qildi: bankimiz bilan tarixingiz qisqa — 6 oy, sizni hali yaxshi bilmaymiz; daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul. Foydangizga ishladi: ish stajingiz uzoq — 12 yil 1 oy; barcha to'lovlardan keyin oyiga 7 872 479 so'm qoladi; oylik daromadingiz 8 488 129 so'm — yetarli daraja. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Ma'qullandi: ball 648 (PD 2.3%), DTI 7.3% shift ichida. Asosiy ijobiy omillar: Ish staji (oy) (+13 ball), To'lovlardan keyingi erkin pul (+9 ball), Oylik daromad medianasi (+9 ball). Tasdiqlangan summa 9 387 095 so'm.",Bank bilan tarix (oy) (-4 ball),9387095,71800000,0.0725,0.0457,0.0374,v1
AP002405,626.4,0.047669,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 15 640 051 so'm ni to'liq bera olmaymiz, lekin 15 000 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 447 590 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: xarajatlaringiz daromadning 63% ini yeb qo'yadi; oxirgi oylarda daromadingiz kamaygan; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; barcha to'lovlardan keyin oyiga 2 648 214 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: So'rovni 4 700 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 1 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi. Daromadingizni muntazam bank hisobiga o'tkazing — barqaror oqim ballni oshiradi.","Qo'lda ko'rib chiqish: Yangi to'lov daromadning 36.3% ini oladi — shift 35.0%; Ball 626 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Sarf intensivligi (chiqim/kirim) (-3), Daromad trendi (2-yarim/1-yarim) (-2). Ball 626, tavsiya etilgan limit 15 000 000 so'm.",Sarf intensivligi (chiqim/kirim) (-3 ball),15000000,4700000,0.363,0.363,0.3815,v1
AP002406,548.2,0.429307,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirda doimiy ish joyingiz va muntazam daromadingiz yo'q. To'sqinlik qildi: bandlik turingiz (ishsiz) yuqori xavfli guruhda; ish stajingiz qisqa — atigi 0 oy; xarajatlaringiz daromadning 69% ini yeb qo'yadi. Foydangizga ishladi: oylik daromadingiz 8 034 646 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 6 994 766 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: Rasmiy ish joyi va muntazam daromad tasdiqlangach murojaat qiling — bu asosiy shart.","Rad etildi: Bandlik holati: ishsiz — doimiy daromad manbai yo'q; Defolt ehtimoli 42.9% — shift 20.0%. Ballga eng ko'p salbiy ta'sir: Bandlik turi (-68 ball), Ish staji (oy) (-15 ball). Yakuniy ball 548.",Bandlik turi (-68 ball),0,0,0.1294,0.1294,0.0319,v1
AP002407,598.4,0.116747,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 52% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; xarajatlaringiz daromadning 66% ini yeb qo'yadi. Foydangizga ishladi: bandlik turingiz (byudjet) barqaror daromad beradi; bank hisobingizdagi tushum deklaratsiya bilan mos; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 188.1% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 135.7% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 598.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,1.8814,1.3568,0.0347,v1
